Mã CK,Tên Doanh Nghiệp,Tên thương hiệu / Viết tắt,Sàn giao dịch,Ngành ICB Cấp 1 (Industry),Ngành ICB Cấp 2 (Supersector),Ngành ICB Cấp 3 (Sector),Ngành ICB Cấp 4 (Subsector),Mã Phân Ngành (ICB Code L4),Nguồn tham khảo (Source),Trang chủ (Website),Cổng thông tin IR (Quan hệ CĐ)
HGM,Công ty Cổ phần Cơ khí và Khoáng sản Hà Giang,Khoáng sản Hà Giang,HNX,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,1775,FiinPro / Vietcap IQ & Sở GDCK,https://hgm.vn,https://hgm.vn/quan-he-co-dong
HHC,Công ty Cổ phần Bánh kẹo Hải Hà,Bánh kẹo Hải Hà,HNX,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,3577,FiinPro / Vietcap IQ & Sở GDCK,http://haihaco.com.vn,http://haihaco.com.vn/quan-he-co-dong
HJS,Công ty Cổ phần Thủy điện Nậm Mu,Thủy điện Nậm Mu,HNX,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,7535,FiinPro / Vietcap IQ & Sở GDCK,https://thuydiennammu.com.vn,https://thuydiennammu.com.vn/quan-he-co-dong
HKT,Công ty Cổ phần QP Holdings,QP Holdings,HNX,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Đồ uống & giải khát,3537,FiinPro / Vietcap IQ & Sở GDCK,https://qpxanh.com.vn,https://qpxanh.com.vn/quan-he-co-dong
HLC,Công ty Cổ phần Than Hà Lầm - Vinacomin,Than Hà Lầm,HNX,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai thác Than,1771,FiinPro / Vietcap IQ & Sở GDCK,https://halamcoal.com.vn,https://halamcoal.com.vn/quan-he-co-dong
HLD,Công ty Cổ phần Đầu tư và Phát triển Bất động sản HUDLAND,Bất động sản HUDLAND,HNX,Tài chính,Bất động sản,Bất động sản,Bất động sản,8633,FiinPro / Vietcap IQ & Sở GDCK,http://hudland.com.vn,http://hudland.com.vn/quan-he-co-dong
HMH,Công ty Cổ phần Hải Minh,Tập đoàn Hải Minh,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2779,FiinPro / Vietcap IQ & Sở GDCK,https://haiminh.com.vn,https://haiminh.com.vn/quan-he-co-dong
HMR,Công ty Cổ phần Đá Hoàng Mai,Đá Hoàng Mai,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2353,FiinPro / Vietcap IQ & Sở GDCK,https://rcchoangmai.vn,https://rcchoangmai.vn/quan-he-co-dong
HOM,Công ty Cổ phần Xi măng VICEM Hoàng Mai,Xi măng VICEM Hoàng Mai,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2353,FiinPro / Vietcap IQ & Sở GDCK,https://ximanghoangmai.vn,https://ximanghoangmai.vn/quan-he-co-dong
HTC,Công ty Cổ phần Thương mại Hóc Môn,Thương mại Hóc Môn,HNX,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,7573,FiinPro / Vietcap IQ & Sở GDCK,http://hotraco.com.vn,http://hotraco.com.vn/quan-he-co-dong
HUT,Công ty Cổ phần Tasco,Tasco- CTCP,HNX,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,3353,FiinPro / Vietcap IQ & Sở GDCK,http://tasco.com.vn,http://tasco.com.vn/quan-he-co-dong
HVT,Công ty Cổ phần Hóa chất Việt Trì,Hóa chất Việt trì,HNX,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",1357,FiinPro / Vietcap IQ & Sở GDCK,https://vitrichem.vn,https://vitrichem.vn/quan-he-co-dong
ICG,Công ty Cổ phần Xây dựng Sông Hồng,Xây dựng Sông Hồng,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2357,FiinPro / Vietcap IQ & Sở GDCK,https://incomex.com.vn,https://incomex.com.vn/quan-he-co-dong
IDC,Tổng Công ty IDICO - CTCP,IDICO,HNX,Tài chính,Bất động sản,Bất động sản,Bất động sản,8633,FiinPro / Vietcap IQ & Sở GDCK,https://idico.com.vn,https://idico.com.vn/quan-he-co-dong
IDJ,Công ty Cổ phần Đầu tư IDJ Việt Nam,Đầu tư IDJ Việt Nam,HNX,Tài chính,Bất động sản,Bất động sản,Bất động sản,8633,FiinPro / Vietcap IQ & Sở GDCK,http://idjf.vn,http://idjf.vn/quan-he-co-dong
IDV,Công ty Cổ phần Phát triển Hạ tầng Vĩnh Phúc,PT Hạ tầng Vĩnh Phúc,HNX,Tài chính,Bất động sản,Bất động sản,Bất động sản,8633,FiinPro / Vietcap IQ & Sở GDCK,https://vpid.com.vn,https://vpid.com.vn/quan-he-co-dong
INC,Công ty Cổ phần Tư vấn Đầu tư IDICO,Tư vấn Đầu tư IDICO,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2357,FiinPro / Vietcap IQ & Sở GDCK,https://idico-incon.com.vn,https://idico-incon.com.vn/quan-he-co-dong
INN,Công ty Cổ phần Bao bì và In Nông nghiệp,Bao bì và In Nông Nghiệp,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói,2723,FiinPro / Vietcap IQ & Sở GDCK,https://appprintco.com,https://appprintco.com/quan-he-co-dong
IPA,Công ty Cổ phần Tập đoàn Đầu tư I.P.A,Tập đoàn Đầu tư I.P.A,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ Kinh doanh,Tư vấn & Hỗ trợ KD,2791,FiinPro / Vietcap IQ & Sở GDCK,https://ipa.com.vn,https://ipa.com.vn/quan-he-co-dong
ITQ,Công ty Cổ phần Tập đoàn Thiên Quang,Tập đoàn Thiên Quang,HNX,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,1757,FiinPro / Vietcap IQ & Sở GDCK,http://inoxthienquang.com.vn,http://inoxthienquang.com.vn/quan-he-co-dong
IVS,Công ty Cổ phần Chứng khoán Guotai Haitong (Việt Nam),Chứng khoán Guotai Haitong (Việt Nam),HNX,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,8777,FiinPro / Vietcap IQ & Sở GDCK,https://gtjai.com.vn,https://gtjai.com.vn/quan-he-co-dong
KDM,Công ty Cổ phần Tập đoàn GCL,Tập đoàn GCL,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2357,FiinPro / Vietcap IQ & Sở GDCK,https://gclgroup.vn,https://gclgroup.vn/quan-he-co-dong
KHS,Công ty Cổ phần Kiên Hùng,Thủy sản Kiên Hùng,HNX,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,3573,FiinPro / Vietcap IQ & Sở GDCK,http://kihuseavn.com,http://kihuseavn.com/quan-he-co-dong
KKC,Công ty Cổ phần Tập đoàn Thành Thái,Tập đoàn Thành Thái,HNX,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,1757,FiinPro / Vietcap IQ & Sở GDCK,https://thanhthaigroup.com.vn,https://thanhthaigroup.com.vn/quan-he-co-dong
KMT,Công ty Cổ phần Kim khí Miền Trung,Kim khí Miền Trung,HNX,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,1757,FiinPro / Vietcap IQ & Sở GDCK,https://cevimetal.com.vn,https://cevimetal.com.vn/quan-he-co-dong
KSD,Công ty Cổ phần Đầu tư DNA,Đầu tư DNA,HNX,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng gia dụng,Đồ gia dụng lâu bền,3722,FiinPro / Vietcap IQ & Sở GDCK,http://hangermetal.com,http://hangermetal.com/quan-he-co-dong
KSF,Công ty Cổ phần Tập đoàn Sunshine,Tập đoàn Sunshine,HNX,Tài chính,Bất động sản,Bất động sản,Bất động sản,8633,FiinPro / Vietcap IQ & Sở GDCK,https://sunshinegroup.vn,https://sunshinegroup.vn/quan-he-co-dong
KST,Công ty Cổ phần KASATI,KASATI,HNX,Công nghệ Thông tin,Công nghệ Thông tin,Thiết bị và Phần cứng,Thiết bị viễn thông,9578,FiinPro / Vietcap IQ & Sở GDCK,http://kasati.com.vn,http://kasati.com.vn/quan-he-co-dong
KSV,Tổng Công ty Khoáng sản TKV - Công ty Cổ phần,Khoáng sản TKV,HNX,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,1775,FiinPro / Vietcap IQ & Sở GDCK,https://vimico.vn,https://vimico.vn/quan-he-co-dong
KTS,Công ty Cổ phần Đường Kon Tum,Đường Kon Tum,HNX,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,3577,FiinPro / Vietcap IQ & Sở GDCK,http://ktsduongkontum.vn,http://ktsduongkontum.vn/quan-he-co-dong
L14,Công ty Cổ phần Licogi 14,Licogi 14,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2357,FiinPro / Vietcap IQ & Sở GDCK,https://licogi14.vn,https://licogi14.vn/quan-he-co-dong
L18,Công ty Cổ phần Đầu tư và Xây dựng số 18,LICOGI - 18,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2357,FiinPro / Vietcap IQ & Sở GDCK,https://licogi18.com.vn,https://licogi18.com.vn/quan-he-co-dong
L40,Công ty Cổ phần Đầu tư và Xây dựng 40,Đầu tư và Xây dựng 40,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2357,FiinPro / Vietcap IQ & Sở GDCK,https://l40.com.vn,https://l40.com.vn/quan-he-co-dong
LAS,Công ty Cổ phần Supe Phốt phát và Hóa chất Lâm Thao,Hóa chất Lâm Thao,HNX,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",1357,FiinPro / Vietcap IQ & Sở GDCK,https://supelamthao.vn,https://supelamthao.vn/quan-he-co-dong
LBE,Công ty Cổ phần Thương mại và Dịch vụ LVA,Thương mại và Dịch vụ LVA,HNX,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng cá nhân,3767,FiinPro / Vietcap IQ & Sở GDCK,https://lva.com.vn,https://lva.com.vn/quan-he-co-dong
LCD,Công ty Cổ phần Lắp máy - Thí nghiệm cơ điện,Thí nghiệm cơ điện,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2357,FiinPro / Vietcap IQ & Sở GDCK,https://emetc.com.vn,https://emetc.com.vn/quan-he-co-dong
LDP,Công ty Cổ phần Dược Lâm Đồng - Ladophar,Dược Lâm Đồng - Ladophar,HNX,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,4577,FiinPro / Vietcap IQ & Sở GDCK,https://ladophar.com,https://ladophar.com/quan-he-co-dong
LHC,Công ty Cổ phần Đầu tư và Xây dựng Thủy lợi Lâm Đồng,XD Thủy lợi Lâm Đồng,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2357,FiinPro / Vietcap IQ & Sở GDCK,https://lhc.com.vn,https://lhc.com.vn/quan-he-co-dong
LIG,Công ty Cổ phần Licogi 13,Licogi 13,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2357,FiinPro / Vietcap IQ & Sở GDCK,https://licogi13.com.vn,https://licogi13.com.vn/quan-he-co-dong
MAC,Công ty Cổ phần Tập đoàn Macstar,Tập đoàn Macstar,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Xe tải & Đóng tàu,2753,FiinPro / Vietcap IQ & Sở GDCK,http://maserco.com.vn,http://maserco.com.vn/quan-he-co-dong
MAS,Công ty cổ phần Dịch vụ Hàng Không Sân Bay Đà Nẵng,Sân bay Đà Nẵng,HNX,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Vận tải hành khách & Du lịch,5759,FiinPro / Vietcap IQ & Sở GDCK,https://masco.com.vn,https://masco.com.vn/quan-he-co-dong
MBG,Công ty Cổ phần Tập đoàn MBG,Tập đoàn MBG,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2353,FiinPro / Vietcap IQ & Sở GDCK,http://mbg.vn,http://mbg.vn/quan-he-co-dong
MBS,Công ty Cổ phần Chứng khoán MB,Chứng khoán MB,HNX,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,8777,FiinPro / Vietcap IQ & Sở GDCK,https://mbs.com.vn,https://mbs.com.vn/quan-he-co-dong
MCC,Công ty Cổ phần Gạch ngói cao cấp,Gạch ngói cao cấp,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2353,FiinPro / Vietcap IQ & Sở GDCK,http://gachngoicaocap.com,http://gachngoicaocap.com/quan-he-co-dong
MCF,Công ty Cổ phần Xây lắp Cơ khí và Lương thực Thực phẩm,Cơ khí và Lương thực Thực phẩm,HNX,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,3577,FiinPro / Vietcap IQ & Sở GDCK,http://mecofood.com.vn,http://mecofood.com.vn/quan-he-co-dong
MCO,Công ty Cổ phần Đầu tư và Xây dựng BDC Việt Nam,BDC Việt Nam,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2357,FiinPro / Vietcap IQ & Sở GDCK,http://mcovietnam.com.vn,http://mcovietnam.com.vn/quan-he-co-dong
MDC,Công ty Cổ phần Than Mông Dương - Vinacomin,Than Mông Dương,HNX,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai thác Than,1771,FiinPro / Vietcap IQ & Sở GDCK,https://thanmongduong.vn,https://thanmongduong.vn/quan-he-co-dong
MDD,Công ty Cổ phần Mai Động,Công ty Mai Động,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Công nghiệp nặng,Máy công nghiệp,2757,FiinPro / Vietcap IQ & Sở GDCK,,https://finance.vietstock.vn/MDD/ho-so-doanh-nghiep.htm
MED,Công ty Cổ phần Dược Trung ương Mediplantex,Dược Mediplantex,HNX,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,4577,FiinPro / Vietcap IQ & Sở GDCK,https://mediplantex.com,https://mediplantex.com/quan-he-co-dongNVBNg
MEL,Công ty Cổ phần Thép Mê Lin,Thép Mê Lin,HNX,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,1757,FiinPro / Vietcap IQ & Sở GDCK,https://melinsteel.vn,https://melinsteel.vn/quan-he-co-dong
MIC,Công ty Cổ phần Kỹ nghệ Khoáng sản Quảng Nam,Khoáng sản Quảng Nam,HNX,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,1775,FiinPro / Vietcap IQ & Sở GDCK,https://minco.com.vn,https://minco.com.vn/quan-he-co-dong
MKV,Công ty Cổ phần Dược Thú Y Cai Lậy,Dược Thú Y Cai Lậy,HNX,Dược phẩm và Y tế,Y tế,Dược phẩm,Dược phẩm,4577,FiinPro / Vietcap IQ & Sở GDCK,http://mekovet.com.vn,http://mekovet.com.vn/quan-he-co-dong
MST,Công ty Cổ phần Đầu tư MST,Đầu tư MST,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2357,FiinPro / Vietcap IQ & Sở GDCK,https://mstgroup.vn,https://mstgroup.vn/quan-he-co-dong
MVB,Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - Công ty Cổ phần,Mỏ Việt Bắc - TKV,HNX,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai khoáng,1775,FiinPro / Vietcap IQ & Sở GDCK,https://congnghiepmovietbac.vn,https://congnghiepmovietbac.vn/co-dong
NAG,Công ty Cổ phần Tập đoàn Nagakawa,Tập đoàn Nagakawa,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Hàng điện & điện tử,2733,FiinPro / Vietcap IQ & Sở GDCK,https://nagakawa.com.vn,https://nagakawa.com.vn/quan-he-co-dong
NAP,Công ty Cổ phần Cảng Nghệ Tĩnh,Cảng Nghệ Tĩnh,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2777,FiinPro / Vietcap IQ & Sở GDCK,https://nghetinhport.vn,https://nghetinhport.vn/quan-he-co-dong
NBC,Công ty Cổ phần Than Núi Béo - Vinacomin,Than Núi Béo,HNX,Nguyên vật liệu,Tài nguyên Cơ bản,Khai khoáng,Khai thác Than,1771,FiinPro / Vietcap IQ & Sở GDCK,http://nuibeo.com.vn,http://nuibeo.com.vn/quan-he-co-dong
NBP,Công ty Cổ phần Nhiệt Điện Ninh Bình,Nhiệt điện Ninh Bình,HNX,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,7535,FiinPro / Vietcap IQ & Sở GDCK,https://nbtpc.com.vn,https://nbtpc.com.vn/quan-he-co-dong
NBW,Công ty Cổ phần Cấp nước Nhà Bè,Cấp nước Nhà Bè,HNX,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,7577,FiinPro / Vietcap IQ & Sở GDCK,https://capnuocnhabe.vn,https://capnuocnhabe.vn/quan-he-co-dong
NDN,Công ty Cổ phần Đầu tư Phát triển Nhà Đà Nẵng,PT Nhà Đà Nẵng,HNX,Tài chính,Bất động sản,Bất động sản,Bất động sản,8633,FiinPro / Vietcap IQ & Sở GDCK,https://ndn.com.vn,https://ndn.com.vn/quan-he-co-dong
NDX,Công ty Cổ phần Xây lắp Phát triển Nhà Đà Nẵng,Phát triển Nhà Đà Nẵng,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2357,FiinPro / Vietcap IQ & Sở GDCK,https://ndx.com.vn,https://ndx.com.vn/quan-he-co-dong
NET,Công ty Cổ phần Bột giặt Net,Bột giặt Net,HNX,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng cá nhân,3767,FiinPro / Vietcap IQ & Sở GDCK,http://netcovn.com.vn,http://netcovn.com.vn/quan-he-co-dong
NFC,Công ty Cổ phần Phân lân Ninh Bình,Phân lân Ninh Bình,HNX,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",1357,FiinPro / Vietcap IQ & Sở GDCK,http://niferco.com.vn,http://niferco.com.vn/quan-he-co-dong
NHC,Công ty Cổ phần Gạch ngói Nhị Hiệp,Gạch ngói Nhị Hiệp,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2353,FiinPro / Vietcap IQ & Sở GDCK,https://gachngoinhihiep.com,https://gachngoinhihiep.com/quan-he-co-dong
NRC,Công ty Cổ phần Tập đoàn Bất động sản Quốc gia,Tập đoàn Bất động sản Quốc gia,HNX,Tài chính,Bất động sản,Bất động sản,Bất động sản,8633,FiinPro / Vietcap IQ & Sở GDCK,https://nrc.com.vn,https://nrc.com.vn/quan-he-co-dong
NSH,Công ty Cổ phần Tập đoàn Nhôm Sông Hồng Shalumi,Nhôm Sông Hồng,HNX,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Nhôm,1753,FiinPro / Vietcap IQ & Sở GDCK,https://shalumi.com.vn,https://shalumi.com.vn/quan-he-co-dong
NST,Công ty Cổ phần Ngân Sơn,Thuốc lá Ngân Sơn,HNX,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Thuốc lá,Thuốc lá,3785,FiinPro / Vietcap IQ & Sở GDCK,https://nganson.vn,https://nganson.vn/quan-he-co-dong
NTH,Công ty Cổ phần Thủy điện Nước Trong,Thủy điện Nước Trong,HNX,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,7535,FiinPro / Vietcap IQ & Sở GDCK,http://thuydiennuoctrong.com.vn,http://thuydiennuoctrong.com.vn/quan-he-co-dong
NTP,Công ty Cổ phần Nhựa Thiếu niên Tiền Phong,Nhựa Tiền Phong,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2353,FiinPro / Vietcap IQ & Sở GDCK,https://nhuatienphong.vn,https://nhuatienphong.vn/quan-he-co-dong
NVB,Ngân hàng Thương mại Cổ phần Quốc Dân,Ngân hàng Quốc Dân,HNX,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,8355,FiinPro / Vietcap IQ & Sở GDCK,https://ncb-bank.vn,https://ncb-bank.vn/quan-he-nha-dau-tu
OCH,Công ty Cổ phần One Capital Hospitality,Khách sạn và Dịch vụ OCH,HNX,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,3577,FiinPro / Vietcap IQ & Sở GDCK,http://och.vn,http://och.vn/quan-he-co-dong
ONE,Công ty Cổ phần Công nghệ ONE,Truyền thông Số 1,HNX,Công nghệ Thông tin,Công nghệ Thông tin,Thiết bị và Phần cứng,Phần cứng,9572,FiinPro / Vietcap IQ & Sở GDCK,http://one.com.vn,http://one.com.vn/quan-he-co-dong
PBP,Công ty Cổ phần Bao bì Dầu khí Việt Nam,Bao bì Dầu khí VN,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Hàng công nghiệp,Containers & Đóng gói,2723,FiinPro / Vietcap IQ & Sở GDCK,https://pbp.vn,https://pbp.vn/quan-he-co-dong
PCE,Công ty Cổ phần Phân bón và hóa chất dầu khí Miền Trung,Phân bón và Hóa chất DK Miền Trung,HNX,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",1357,FiinPro / Vietcap IQ & Sở GDCK,https://pce.vn,https://pce.vn/quan-he-co-dong
PCH,Công ty Cổ phần Picomat Holding,Picomat Holding,HNX,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",1353,FiinPro / Vietcap IQ & Sở GDCK,https://picomat.com.vn,https://picomat.com.vn/quan-he-co-dong
PCT,Công ty Cổ phần Vận tải Biển Global Pacific,Vận tải Biển Global Pacific,HNX,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Dịch vụ vận tải,2779,FiinPro / Vietcap IQ & Sở GDCK,https://pct.com.vn,https://pct.com.vn/quan-he-co-dong
PDB,Công ty Cổ phần Tập đoàn Đầu tư DIN Capital,DIN Capital,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2353,FiinPro / Vietcap IQ & Sở GDCK,https://dincapital.com,https://dincapital.com/quan-he-co-dong
PEN,Công ty Cổ phần Xây lắp III Petrolimex,Xây lắp III Petrolimex,HNX,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2357,FiinPro / Vietcap IQ & Sở GDCK,https://penjico.petrolimex.com.vn,https://penjico.petrolimex.com.vn/quan-he-co-dong
PGN,Công ty Cổ phần Phụ Gia Nhựa,Phụ Gia Nhựa,HNX,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",1353,FiinPro / Vietcap IQ & Sở GDCK,https://pgn.com.vn,https://pgn.com.vn/quan-he-co-dong
